Total Words: 1899825552

2287	675222
401	672458
7056	651095
5486	619101
1023	615846
2121	608910
8413	607947
4517	586916
1071	582497
4415	580784
6086	577570
6138	563528
53396	559878
9100	556632
56596	553316
8279	552743
9531	552240
52963	549810
3291	548233
7461	546237
8875	545527
2419	544717
2053	540348
5298	533638
291	533583
3184	529992
955	527523
804	526927
3719	524883
437	524517
9266	524465
2496	521925
7170	521508
6626	518073
7741	517799
993	514236
59923	509906
5687	506967
6653	506469
6790	504921
8427	503819
5299	489714
2505	489315
4782	489258
1462	488363
2071	487613
742	486011
5013	483208
1608	477867
8479	474535
